"","SVM_LABEL","SVM_PROB","GLMNET_LABEL","GLMNET_PROB","MAXENTROPY_LABEL","MAXENTROPY_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","BAGGING_LABEL","BAGGING_PROB","FORESTS_LABEL","FORESTS_PROB","NNETWORK_LABEL","NNETWORK_PROB","TREE_LABEL","TREE_PROB","MANUAL_CODE","CONSENSUS_CODE","CONSENSUS_AGREE","CONSENSUS_INCORRECT","PROBABILITY_CODE","PROBABILITY_INCORRECT"
"31","11",0.939562344891338,"11",0.943039911851902,"11",0.999999999999987,"11",0.997527376843365,"11",1,"11",0.915,"11",0.482999825951701,"11",0.977272727272727,11,11,8,0,11,0
"32","11",0.909606207790078,"11",0.960514455174255,"11",1,"11",0.999664649869534,"11",1,"11",0.9,"11",0.482999825951701,"11",0.977272727272727,11,11,8,0,11,0
"33","11",0.909606207790078,"11",0.960514455174255,"11",1,"11",0.999664649869534,"11",1,"11",0.9,"11",0.482999825951701,"11",0.977272727272727,11,11,8,0,11,0
"34","11",0.909606207790078,"11",0.960514455174255,"11",1,"11",0.999664649869534,"11",1,"11",0.9,"11",0.482999825951701,"11",0.977272727272727,11,11,8,0,11,0
"35","11",0.552197079191401,"11",0.27576806595908,"10",0.97972216999086,"10",0.880797077977882,"11",0.56,"11",0.54,"11",0.437593269311817,"3",0.592105263157895,11,11,5,0,10,1
"36","11",0.330610933800823,"7",0.268100229356482,"7",0.999995753005541,"11",0.5,"11",0.44,"1",0.325,"5",0.518387038143452,"11",0.454545454545455,11,11,4,0,7,1
"37","11",0.874810322485286,"11",0.955122247918345,"11",0.999999999999869,"11",0.999664649869534,"11",1,"11",0.79,"11",0.482999825951701,"11",0.977272727272727,11,11,8,0,11,0
"38","1",0.473535517041891,"1",0.6867125613766,"9",0.999999981011692,"9",0.880797077977882,"1",0.8,"1",0.51,"1",0.581241268007624,"1",0.326388888888889,9,1,6,1,9,0
"39","1",0.666286794325794,"10",0.26022739487869,"1",0.999999961508714,"1",0.5,"1",0.96,"1",0.645,"6",0.379672198385047,"1",0.326388888888889,1,1,6,0,1,0
"40","10",0.709943812512576,"2",0.202740778890266,"10",0.999999999909662,"10",0.5,"10",0.6,"6",0.385,"6",0.759517933323176,"1",0.277777777777778,10,10,4,0,10,0
"41","10",0.893574626167962,"1",0.369440880984542,"10",0.99999999999998,"10",0.982013790037908,"10",0.76,"10",0.445,"11",0.481014160782697,"11",0.454545454545455,10,10,5,0,10,0
"42","6",0.416134672281773,"6",0.300089569078899,"6",0.999999991318407,"6",0.5,"10",0.44,"6",0.32,"11",0.474503166291222,"1",0.277777777777778,10,6,5,1,6,1
"43","10",0.902769287281272,"10",0.366463121407846,"10",0.999999999999638,"10",0.880797077977882,"10",0.84,"10",0.45,"11",0.482098799412967,"1",0.326388888888889,10,10,6,0,10,0
"44","11",0.757551054068096,"11",0.458994373895853,"11",0.999999923315893,"11",0.5,"10",0.56,"11",0.465,"2",0.734566631468156,"1",0.326388888888889,11,11,5,0,11,0
"45","11",0.706101294386104,"11",0.307736263356664,"11",1,"11",0.5,"11",0.48,"11",0.45,"11",0.481851148638763,"1",0.326388888888889,11,11,7,0,11,0
"46","11",0.46755550730862,"10",0.33613991380065,"11",0.999999988425144,"10",0.119202922022118,"10",0.6,"11",0.51,"11",0.482312494959288,"1",0.326388888888889,11,11,4,0,11,0
"47","1",0.362368096457953,"1",0.439965040347348,"1",0.997665989759579,"1",0.5,"3",0.88,"3",0.65,"6",0.76855194439889,"3",0.592105263157895,10,1,4,1,1,1
"48","11",0.429926746069778,"11",0.350816424308431,"11",0.997001558556831,"3",0.5,"3",0.72,"11",0.41,"11",0.471510504063234,"3",0.592105263157895,11,11,5,0,11,0
"49","11",0.459773397260727,"11",0.371143401824464,"11",0.999915248252459,"11",0.5,"1",0.88,"11",0.45,"11",0.478855770883597,"1",0.326388888888889,11,11,6,0,11,0
"50","11",0.776472094930036,"11",0.287833864082866,"11",0.999999998127813,"11",0.880797077977882,"10",0.48,"11",0.44,"11",0.480730884321403,"1",0.326388888888889,11,11,6,0,11,0
"51","11",0.517798627238982,"10",0.315209326664028,"11",0.99999965569877,"11",0.5,"10",0.6,"11",0.545,"11",0.481560038072315,"1",0.326388888888889,11,11,5,0,11,0
"52","11",0.569075861423389,"10",0.33613991380065,"11",0.999999999603678,"10",0.119202922022118,"10",0.6,"11",0.59,"11",0.482087626965531,"1",0.326388888888889,11,11,4,0,11,0
"53","3",0.503688899413845,"3",0.940823901121288,"3",0.759752095440382,"3",0.997527376843365,"3",0.48,"3",0.635,"11",0.477539941414653,"3",0.592105263157895,3,3,7,0,3,0
"54","1",0.397955415809612,"3",0.846961922105821,"1",0.999999645227466,"3",0.880797077977882,"1",0.48,"3",0.61,"3",0.395852535195516,"3",1,3,3,5,0,3,0
"55","11",0.799576567263734,"11",0.645564951744793,"12",0.999999999999679,"12",0.999999984770021,"2",0.64,"11",0.525,"1",0.834218621022399,"11",0.9,11,11,4,0,12,1
"56","11",0.749074859931995,"11",0.60817111564225,"12",0.99999997330954,"12",0.999999984770021,"4",0.32,"11",0.53,"11",0.482992303451375,"7",0.4,11,11,4,0,12,1
"57","1",0.450712205293505,"10",0.248167555733483,"1",0.998548371435823,"1",0.5,"1",0.64,"1",0.565,"6",0.761890651129064,"1",0.326388888888889,9,1,6,1,1,1
"58","1",0.262176558307262,"11",0.519030414510683,"3",0.915116158334602,"9",0.119202922022118,"1",0.52,"6",0.3,"1",0.758928176386654,"1",0.326388888888889,3,1,4,1,3,0
"59","9",0.383354473296512,"1",0.695576243321957,"10",0.976306600960158,"10",0.880797077977882,"10",0.8,"10",0.455,"11",0.482980066428618,"10",0.903225806451613,9,10,5,1,10,1
"60","3",0.470742149701233,"3",0.267934397837451,"3",0.914562741125579,"3",0.5,"3",0.84,"3",0.53,"3",0.703048616429166,"3",0.592105263157895,10,3,8,1,3,1
"61","11",0.835695268398383,"11",0.965165974867369,"11",0.999999999997887,"11",0.999664649869534,"11",0.68,"11",0.62,"6",0.66047633300379,"11",0.454545454545455,11,11,7,0,11,0
"62","11",0.686768699134902,"11",0.591098891898423,"11",0.999999999877632,"11",0.5,"10",0.52,"11",0.455,"11",0.482960324344096,"1",0.326388888888889,11,11,6,0,11,0
"63","1",0.670643502001927,"1",0.769190286162145,"1",0.999999997949196,"9",0.5,"1",0.8,"1",0.595,"11",0.373205656681636,"1",0.326388888888889,1,1,6,0,1,0
"64","11",0.831372954492997,"11",0.8890512765607,"11",0.999999999999992,"11",0.880797077977882,"11",1,"11",0.8,"11",0.482999825951701,"11",0.977272727272727,11,11,8,0,11,0
"65","11",0.880371063252438,"11",0.794638741858973,"11",0.999997917836266,"11",0.997527376843365,"11",0.76,"11",0.725,"1",0.817276455716375,"11",0.454545454545455,11,11,7,0,11,0
"66","11",0.901998715860521,"11",0.987692611551343,"11",1,"11",0.999664649869534,"11",1,"11",0.765,"11",0.482999825951701,"11",0.977272727272727,11,11,8,0,11,0
"67","11",0.933299683536445,"11",0.987692611551343,"11",1,"11",0.999664649869534,"11",1,"11",0.815,"11",0.482999825951701,"11",0.977272727272727,11,11,8,0,11,0
"68","11",0.788114339934951,"11",0.823506621080036,"11",0.999999999999946,"11",0.880797077977882,"11",0.6,"11",0.55,"11",0.482999825951701,"1",0.326388888888889,11,11,7,0,11,0
"69","11",0.76126466792683,"11",0.918098804471281,"11",0.999999268971759,"11",0.997527376843365,"11",0.52,"11",0.385,"11",0.482999825951701,"3",0.592105263157895,11,11,7,0,11,0
"70","10",0.349000190919821,"2",0.442433939244722,"10",0.998747097967777,"2",0.119202922022118,"2",0.6,"2",0.6,"11",0.42986114155058,"2",0.62,10,2,5,1,10,0
"71","11",0.880371063252438,"11",0.794638741858973,"11",0.999997917836266,"11",0.997527376843365,"11",0.76,"11",0.725,"1",0.81674107463443,"11",0.454545454545455,11,11,7,0,11,0
"72","11",0.695559748712041,"11",0.627766223262307,"11",0.999999986738754,"11",0.982013790037908,"1",0.48,"11",0.53,"11",0.482140894876604,"11",0.9,11,11,7,0,11,0
"73","11",0.794435001538172,"11",0.596246719854101,"11",0.999999999999047,"11",0.880797077977882,"10",0.44,"11",0.56,"11",0.468196970475535,"11",0.454545454545455,11,11,7,0,11,0
"74","11",0.868121816545203,"11",0.61216837381437,"11",0.999999996985548,"11",0.880797077977882,"10",0.48,"11",0.57,"11",0.475531091037924,"11",0.454545454545455,11,11,7,0,11,0
"75","11",0.549861277713961,"11",0.769102971618587,"11",0.999999999975154,"11",0.997527376843365,"3",0.6,"11",0.47,"3",0.685507411435851,"3",0.592105263157895,3,11,5,1,11,1
"76","11",0.555511075204866,"11",0.683980129403757,"11",0.999893358265251,"11",0.982013790037908,"11",0.36,"11",0.425,"5",0.567078442233019,"11",0.9,11,11,7,0,11,0
"77","11",0.595720247474412,"11",0.533991102333384,"11",0.999999058942795,"11",0.982013790037908,"6",0.4,"11",0.425,"11",0.48292764283121,"6",0.614285714285714,11,11,6,0,11,0
"78","11",0.541801369675079,"11",0.802767852561597,"11",0.999999989716568,"11",0.880797077977882,"10",0.48,"11",0.475,"6",0.712460681623139,"11",0.454545454545455,11,11,6,0,11,0
"79","11",0.541801369675079,"11",0.802767852561597,"11",0.999999989716568,"11",0.880797077977882,"10",0.48,"11",0.475,"6",0.712460681623139,"11",0.454545454545455,11,11,6,0,11,0
"80","6",0.663292548596008,"6",0.888066903507647,"6",0.999999999999982,"6",0.997527376843365,"2",0.6,"6",0.67,"11",0.431600505052624,"6",0.822916666666667,6,6,6,0,6,0
"81","6",0.463448036142978,"6",0.619884670184153,"6",0.997680876766534,"2",0.5,"6",0.72,"6",0.595,"11",0.468750952268954,"6",0.822916666666667,6,6,6,0,6,0
"82","6",0.594881547924399,"6",0.801502107684491,"6",0.999999979999096,"6",0.880797077977882,"6",0.8,"2",0.475,"1",0.743357666731113,"2",0.62,2,6,5,1,6,1
"83","6",0.749605749679507,"6",0.752741831735552,"6",0.999999957521593,"6",0.119202922022118,"6",1,"6",0.86,"11",0.482957335569657,"6",0.822916666666667,6,6,7,0,6,0
"84","2",0.697802740379684,"2",0.59131000756359,"2",0.999979055229971,"2",0.5,"2",1,"2",0.665,"3",0.531609938317892,"2",0.666666666666667,9,2,7,1,2,1
"85","1",0.609262016236666,"6",0.376849801184418,"2",0.98584234746626,"1",0.119202922022118,"1",0.6,"6",0.34,"6",0.783967175091554,"1",0.326388888888889,6,1,4,1,2,1
"86","6",0.959537593481947,"6",0.963896274504764,"6",0.99999999990998,"6",0.997527376843365,"6",0.96,"6",0.93,"11",0.477355770221955,"6",0.822916666666667,6,6,7,0,6,0
"87","6",0.914549163089343,"6",0.954336966520714,"6",1,"6",0.997527376843365,"6",1,"6",0.855,"6",0.624263911713877,"6",0.822916666666667,6,6,8,0,6,0
"88","6",0.893798721979852,"6",0.964701225045557,"6",1,"6",0.997527376843365,"6",0.96,"6",0.79,"6",0.722591319845628,"6",0.822916666666667,6,6,8,0,6,0
"89","1",0.30570450475768,"6",0.259417639860499,"6",0.861932585675325,"1",0.119202922022118,"1",0.72,"6",0.425,"11",0.482830960021477,"1",0.277777777777778,9,1,4,1,6,1
"90","2",0.688497376760396,"2",0.473171825042936,"2",0.999948926110624,"2",0.5,"2",1,"2",0.815,"2",0.716161648456459,"2",0.62,2,2,8,0,2,0
"91","2",0.677598352185685,"2",0.470037934285635,"2",0.999948926103877,"2",0.5,"2",1,"2",0.775,"1",0.672576150721372,"2",0.62,2,2,7,0,2,0
"92","1",0.368852558584716,"1",0.419995730961642,"10",0.999575334194077,"10",0.880797077977882,"1",0.48,"1",0.41,"11",0.482999825951701,"1",0.326388888888889,10,1,5,1,10,0
"93","1",0.368570068538267,"1",0.587082935789776,"1",0.99999999999476,"1",0.5,"1",0.6,"1",0.385,"11",0.482999825951701,"1",0.326388888888889,1,1,7,0,1,0
"94","9",0.370449420778882,"11",0.582171223834056,"1",0.982134320212631,"9",0.880797077977882,"1",0.72,"1",0.38,"11",0.482994589382222,"1",0.326388888888889,1,1,4,0,1,0
"95","6",0.340830644163071,"6",0.236723317925608,"6",0.999999969472237,"2",0.119202922022118,"2",0.64,"2",0.36,"11",0.482997444594852,"1",0.277777777777778,2,2,3,0,6,1
"96","6",0.340830644163071,"6",0.236723317925608,"6",0.999999969472237,"2",0.119202922022118,"2",0.64,"2",0.36,"11",0.482997444594852,"1",0.277777777777778,2,2,3,0,6,1
"97","1",0.286572805923838,"6",0.481909082758028,"6",0.999989404315811,"6",0.119202922022118,"11",0.32,"6",0.5,"6",0.435432350761429,"1",0.326388888888889,6,6,5,0,6,0
"98","6",0.96432902028818,"6",0.970525804051354,"6",1,"6",0.999954602131298,"6",1,"6",0.895,"3",0.540775466010245,"6",0.822916666666667,6,6,7,0,6,0
"99","6",0.739555180604164,"6",0.764590877824756,"6",0.999999950914468,"6",0.997527376843365,"6",1,"6",0.695,"11",0.482687854583893,"6",0.822916666666667,6,6,7,0,6,0
"100","6",0.531362498454059,"6",0.329807392229961,"6",0.999999999999432,"6",0.982013790037908,"2",0.48,"6",0.375,"11",0.36200911009716,"1",0.277777777777778,6,6,5,0,6,0
"101","6",0.896891426612925,"6",0.964560683853775,"6",0.999999792390139,"6",0.997527376843365,"6",0.88,"6",0.93,"11",0.475697686311511,"6",0.822916666666667,6,6,7,0,6,0
"102","10",0.417891848061594,"10",0.329817778949168,"10",0.999999934699478,"10",0.5,"2",0.48,"2",0.37,"11",0.387341136554556,"1",0.277777777777778,2,10,4,1,10,1
"103","2",0.87788905935041,"2",0.64297992543425,"2",0.999999993133575,"2",0.982013790037908,"2",0.76,"2",0.63,"2",0.754691082771998,"6",0.822916666666667,2,2,7,0,2,0
"104","2",0.360937476613332,"2",0.395380147946599,"2",0.999999839936902,"2",0.5,"2",0.6,"2",0.475,"6",0.723449030402405,"1",0.326388888888889,2,2,6,0,2,0
"105","10",0.666479428004394,"10",0.390422235192154,"10",0.999999991450018,"2",0.119202922022118,"1",0.68,"2",0.34,"11",0.48299331273173,"1",0.326388888888889,2,10,3,1,10,1
"106","6",0.930027621859436,"6",0.953160579763652,"6",0.999999999890809,"6",0.999954602131298,"6",0.84,"6",0.725,"3",0.697492501601451,"6",0.822916666666667,6,6,7,0,6,0
"107","6",0.966101955670328,"6",0.962892083608899,"6",1,"6",0.999954602131298,"6",1,"6",0.78,"11",0.481622801640784,"6",0.822916666666667,6,6,7,0,6,0
"108","2",0.739253541347791,"2",0.840433758981909,"2",0.999999999989241,"2",0.997527376843365,"2",0.96,"2",0.615,"11",0.412485300934555,"1",0.277777777777778,2,2,6,0,2,0
"109","2",0.613386888469883,"2",0.72925103604475,"2",0.999999999941505,"2",0.880797077977882,"2",0.88,"2",0.45,"6",0.422753668516141,"1",0.277777777777778,2,2,6,0,2,0
"110","2",0.806816426839321,"2",0.627074962204881,"2",0.999999999999616,"2",0.880797077977882,"2",0.96,"2",0.665,"11",0.474526440760974,"2",0.62,2,2,7,0,2,0
"111","6",0.727534162762229,"6",0.808224333205858,"6",0.999999995218957,"6",0.997527376843365,"6",0.96,"6",0.71,"11",0.48299286681555,"6",0.822916666666667,6,6,7,0,6,0
"112","6",0.875224569186044,"6",0.933253535654397,"6",1,"6",0.999664649869534,"6",0.92,"6",0.745,"11",0.473529345897866,"6",0.822916666666667,6,6,7,0,6,0
"113","2",0.505028858717956,"2",0.450613571138276,"6",0.999999999736161,"6",0.880797077977882,"2",0.64,"2",0.36,"5",0.565050852549516,"1",0.277777777777778,2,2,4,0,6,1
"114","6",0.87228789740047,"6",0.838664023863893,"6",1,"6",0.997527376843365,"6",1,"6",0.78,"11",0.362392159309154,"6",0.822916666666667,6,6,7,0,6,0
"115","2",0.482189818322233,"6",0.637735406163077,"2",0.999972190660051,"6",0.880797077977882,"6",0.6,"6",0.7,"11",0.466343673782786,"6",0.614285714285714,6,6,5,0,2,1
"116","2",0.945050276841756,"2",0.921894213247495,"2",1,"2",0.997527376843365,"2",0.64,"2",0.655,"1",0.63424817457463,"2",0.62,2,2,7,0,2,0
"117","2",0.860076633759226,"2",0.797526701310022,"2",0.999999999999998,"2",0.982013790037908,"2",0.96,"2",0.755,"11",0.386122327212529,"2",0.62,2,2,7,0,2,0
"118","2",0.766104272647921,"2",0.756854125122707,"2",0.999999999535032,"2",0.880797077977882,"2",0.84,"2",0.62,"3",0.603149725589687,"1",0.277777777777778,2,2,6,0,2,0
"119","2",0.752795908845283,"2",0.895969034023054,"2",0.99999999999999,"2",0.880797077977882,"2",0.76,"2",0.495,"6",0.761501704430601,"1",0.277777777777778,2,2,6,0,2,0
"120","1",0.490454429112967,"1",0.251650674760807,"6",0.690503763729623,"1",0.119202922022118,"1",0.88,"1",0.48,"11",0.433602144828104,"1",0.326388888888889,3,1,6,1,1,1
"121","3",0.720483720295515,"3",0.935524355575063,"3",0.999999999999577,"3",0.997527376843365,"3",0.72,"3",0.825,"3",0.569365711540374,"3",0.592105263157895,3,3,8,0,3,0
"122","1",0.674220277505762,"1",0.78773072231435,"1",0.999999994301491,"1",0.880797077977882,"1",0.92,"1",0.615,"11",0.4829953967778,"1",0.326388888888889,1,1,7,0,1,0
"123","1",0.682841051755434,"1",0.421092518667258,"1",0.999999999999844,"1",0.880797077977882,"1",0.92,"1",0.66,"6",0.582820517991262,"1",0.326388888888889,9,1,7,1,1,1
"124","11",0.650810227067352,"10",0.41901653670903,"11",0.999999967207141,"4",0.982013790037908,"4",0.8,"11",0.525,"11",0.482029855189972,"7",0.4,11,11,4,0,11,0
"125","1",0.502950533962678,"1",0.257910571740922,"3",0.658233815674584,"9",0.5,"1",0.88,"1",0.44,"6",0.710042390283664,"1",0.326388888888889,1,1,5,0,1,0
"126","1",0.682841051755434,"1",0.421092518667258,"1",0.999999999999844,"1",0.880797077977882,"1",0.92,"1",0.66,"6",0.582347367278497,"1",0.326388888888889,9,1,7,1,1,1
"127","1",0.509831270165962,"1",0.430007880441644,"1",0.998414589008971,"1",0.5,"1",0.84,"1",0.44,"11",0.482996420694957,"1",0.326388888888889,1,1,7,0,1,0
"128","1",0.384740348592105,"6",0.270174519858342,"1",0.992062881192959,"1",0.119202922022118,"1",0.32,"6",0.5,"11",0.480149898849344,"1",0.326388888888889,6,1,5,1,1,1
"129","11",0.931453936794631,"11",0.996663038648344,"11",1,"11",0.999999168471972,"11",1,"11",0.915,"11",0.482999825951701,"11",0.977272727272727,11,11,8,0,11,0
"130","11",0.925161718710454,"11",0.981917663605603,"11",1,"11",0.999993855825398,"11",0.56,"11",0.785,"11",0.482970384594911,"1",0.326388888888889,11,11,7,0,11,0
"131","11",0.923727363083757,"11",0.935069129985804,"11",0.999999999999911,"11",0.999993855825398,"11",0.84,"11",0.805,"11",0.347854304442187,"11",0.454545454545455,11,11,8,0,11,0
"132","10",0.482969169053728,"10",0.653900797805526,"10",1,"6",0.880797077977882,"1",0.4,"10",0.405,"11",0.482999825951701,"6",0.822916666666667,3,10,4,1,10,1
"133","6",0.669244932014091,"6",0.773560343149787,"6",0.999999770303267,"6",0.982013790037908,"6",0.96,"6",0.67,"6",0.78419513765741,"6",0.822916666666667,11,6,8,1,6,1
"134","11",0.319290408803125,"11",0.501526123569697,"11",0.999786395905131,"1",0.119202922022118,"1",0.64,"3",0.35,"2",0.577781089970768,"1",0.277777777777778,11,1,3,1,11,0
"135","11",0.618594657995392,"11",0.631868293958685,"11",0.999467406569037,"11",0.880797077977882,"11",0.8,"11",0.635,"11",0.482999825951701,"1",0.277777777777778,11,11,7,0,11,0
"136","1",0.569393483684461,"1",0.299865104824624,"1",0.999999999968307,"1",0.880797077977882,"11",0.4,"1",0.21,"5",0.562144715021883,"1",0.277777777777778,11,1,6,1,1,1
"137","1",0.352868849069657,"11",0.819534024588963,"10",0.999204513994789,"10",0.5,"1",0.64,"1",0.405,"11",0.482999825951701,"1",0.326388888888889,11,1,4,1,10,1
"138","2",0.646881682978997,"11",0.913018284910996,"9",0.999993954001996,"2",0.5,"1",0.64,"2",0.64,"2",0.573381533757933,"2",0.62,2,2,5,0,9,1
"139","1",0.52931194983032,"1",0.30010601769965,"1",0.999986089955218,"1",0.5,"1",0.72,"1",0.51,"11",0.337130375254014,"1",0.326388888888889,9,1,7,1,1,1
"140","1",0.309997684062914,"8",0.765480973174295,"8",0.998657962255703,"8",0.997527376843365,"1",0.64,"8",0.42,"5",0.447187197218934,"8",0.491803278688525,1,8,5,1,8,1
"141","1",0.632379287389274,"1",0.504481324246357,"1",0.999715931151663,"1",0.5,"1",0.88,"1",0.625,"3",0.60297482547472,"1",0.326388888888889,9,1,7,1,1,1
"142","1",0.662102168707247,"1",0.648036455675776,"1",0.999999806612424,"1",0.5,"1",0.88,"1",0.675,"5",0.520846961067805,"1",0.326388888888889,9,1,7,1,1,1
"143","1",0.516285097631511,"1",0.697580882544414,"1",0.999849733640203,"1",0.119202922022118,"1",0.52,"1",0.41,"2",0.754698748533381,"1",0.326388888888889,1,1,7,0,1,0
"144","1",0.417240240212346,"1",0.599737970504695,"1",0.999969045564217,"1",0.119202922022118,"9",0.56,"1",0.395,"9",0.568966783910141,"1",0.326388888888889,1,1,6,0,1,0
"145","1",0.608983521011054,"1",0.682845140564799,"1",0.999999999987755,"1",0.5,"1",0.8,"1",0.57,"5",0.549905638454471,"1",0.326388888888889,1,1,7,0,1,0
"146","1",0.441424596920258,"1",0.785525180801693,"3",0.999999853108385,"1",0.5,"1",0.84,"1",0.505,"1",0.844375307172853,"1",0.326388888888889,10,1,7,1,3,1
"147","8",0.450354076283156,"1",0.726433672716236,"1",0.999999998288196,"8",0.982013790037908,"8",0.96,"8",0.335,"5",0.512499617154547,"8",0.491803278688525,1,8,5,1,1,0
"148","11",0.762342050859706,"11",0.657625484414061,"11",0.999999998588925,"11",0.997527376843365,"11",0.64,"11",0.41,"11",0.482815522437894,"11",0.454545454545455,11,11,8,0,11,0
